,text,favourite_count,retweet_count,created_at,author_id
239,"RT @istoe_dinheiro: Novo ministro da Casa Civil de Jair Bolsonaro
#Bolsonaro #senadofederal  

https://t.co/44QCF0b04X",0,1,2021-07-28 20:00:47,Ronei Franceschi
240,"The Bolsonaro method: an assault on democracy behind closed doors  The same phenomenon allowed #Bolsonaro to execute his coronavirus dissemination plan, spreading lies to attack masks and / or physical https://t.co/DK8p6SQAE9 https://t.co/rs0Qfn63tG",0,0,2021-07-28 20:00:21,Hebergementwebs.com
241,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:58:18,Anthony Mounder
242,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 19:58:07,@SraDestra
243,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 19:57:34,@SraDestra
244,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 19:56:51,@SraDestra
245,"Do cabinets ever get shuffled when things are going well?

#Brazil's #Bolsonaro shuffles cabinet, recreates labor ministry 
via @reuters
https://t.co/161FgXKWfO",0,0,2021-07-28 19:55:58,Jeremy M Martin
246,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 19:55:16,Marcos
247,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:52:08,christine prizac
248,"#Frecuencia de palabras en las noticias de #internacional de #Ambito del 27.07.2021 📊
1.  #presidente 22
2.  #ataque 16
3.  #dos 14
4.  #tormenta 12
5.  #NFT 12
6.  #casos 10
7.  #Bolsonaro 10
8.  #Cuba 9
9.  #agencia 8
10. #noticias 8 https://t.co/SfmZmgC01r",0,0,2021-07-28 19:50:20,dicen los medios 🇦🇷
249,"This week's #WWNU covers #SimoneBiles, #NaomiOsaka, #NordStream2, #Tunisia, #Bolsonaro, #climatechange, and more! Be informed every Wednesday through #WACA's Weekly World News Update. Read at https://t.co/xr6WUxOmPF https://t.co/WXA7nw7LCE",1,0,2021-07-28 19:50:00,World Affairs Councils of America
250,"Novo ministro da Casa Civil de Jair Bolsonaro
#Bolsonaro #senadofederal  

https://t.co/44QCF0b04X",0,1,2021-07-28 19:48:31,ISTOÉ Dinheiro
251,"As medalhas de mérito são destinadas a reconhecer esforços de autoridades e personalidade que tenham contribuído, direta ou indiretamente, para o bem-estar mental e físico da população.   #bolsonaro 

https://t.co/nIrAYNiTyF",0,0,2021-07-28 19:45:21,ANSA Brasil
252,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 19:44:10,Darci Costa
253,"RT @em_com: Governo #Bolsonaro usa foto de homem armado para homenagear #agricultores
https://t.co/ynhxZ0VxUa

#SecomVC https://t.co/oipDeF…",0,9,2021-07-28 19:43:06,Vitor Santos
254,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/GPMuPpbCLb",21,10,2021-07-28 19:42:37,Valdeir mineirim 🇧🇷
255,"RT @PlenoNews: ""Se eu sou o Bolsonaro, já teria fechado o STF"", diz Jefferson
#robertojefferson #Bolsonaro #STF #PlenoNews 
https://t.co/Kn…",0,2,2021-07-28 19:42:02,Angélica Perina 🇧🇷🇧🇷🇧🇷
256,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 19:40:10,Fabi_JMB🇧🇷
257,"@Desesquerdizada @galodeluta Se lugar d terrorista é na cadeia, então por que os #FASCISTAS q pediram fechamento do CN, golpe militar e atiraram morteiros contra o @STF_oficial ainda não estão na cadeia??
Por que políticos bolsonaristas q vociferam ÓDIO, inclusive filhos do #Bolsonaro, ainda ñ estão presos??",0,0,2021-07-28 19:39:45,PSoL50_NãoAoFascism dweller of Earth 🌎 🚩 🇧🇷
258,"#Bolsonaro volvió a apuntar contra el #Gobierno: “Los #argentinos ya están escapando hacia #Brasil” 

Leer más en: https://t.co/FIBnDA2i5q https://t.co/cWhXhhf1Wy",0,0,2021-07-28 19:38:00,MisionesalInstante
259,"#Bolsonaro sobre churrascada: Falaram que menti pra CPI, que estava entupido #CPIdaCOVID  
https://t.co/fwMVcgS6JU",0,0,2021-07-28 19:36:02,Vitor Santos
260,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 19:35:31,Fabi_JMB🇧🇷
261,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:30:55,🔻 fred géosoviet 🚩🛠️🇫🇷🇹🇬🇧🇫🇻🇳🇨🇺
262,#RonDeSantis is Florida's answer to #Bolsonaro. Fuck him!,0,0,2021-07-28 19:26:34,Alejandro A. Riera
263,"Cuba, a esquerda e o pragmatismo político (2) https://t.co/iR9BMLWYai #Bolsonaro #capitalismo #centrão #humanismo",0,0,2021-07-28 19:26:04,Correio do Brasil
264,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:23:28,Lina Sankari
265,"RT @_fabiogois: Sacanagem desse governo em comemorar o Dia do Agricultor com a imagem de um jagunço...

Pelo menos dei uma ajeitada e fica…",0,3,2021-07-28 19:20:58,"Simonetta , esperandoansiosaoBozocair!🚩🚩"
266,"@geglobo #GLOBOLIXO está disposta a tdo para vê LANDIM e #BOLSONARO sucumbirem. Mas, na vdd dos fatos e a emissora quem está landeira abaixo. Como de costume, tentando ludibriar quem tem mente fraca!!! Aqueles meus sinceros VTNC!",0,0,2021-07-28 19:19:37,fabio henrique⚫🔴🇧🇷
267,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:18:23,Jean-Michel HATTON
268,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 19:17:42,PRTavares
269,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 19:17:26,⚔️🌟🇧🇷🌷Milady🌷🇧🇷🌟⚔️
270,"RT @LuisPatria17: OPOSICIONISTA MUDA DE OPINIÃO

Parece que as negociações de Bolsonaro, por alianças políticas, começaram a surtir efeito…",0,4,2021-07-28 19:17:14,"#PENADEMORTEJÁ ESTUPRA, MORRE !!"
271,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 19:15:36,Fazendeira_JB
272,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 19:15:33,Fazendeira_JB
273,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,15,2021-07-28 19:13:43,⚔️🌟🇧🇷🌷Milady🌷🇧🇷🌟⚔️
274,"@DoriaDoVigor @jdoriajr Uau!!! Que incrível!!! Kkkkkkkk ""Vou chamar de gado""... bla bla bla... Quem apoia #Bolsonaro é gado e quem apoia político bandido é mal informado ou mal caráter?",0,0,2021-07-28 19:13:16,Patricia Pinheiro
275,"RT @PlenoNews: ""Se eu sou o Bolsonaro, já teria fechado o STF"", diz Jefferson
#robertojefferson #Bolsonaro #STF #PlenoNews 
https://t.co/Kn…",0,2,2021-07-28 19:13:05,luiza gomes
276,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,15,2021-07-28 19:12:18,Fazendeira_JB
277,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 19:11:50,Fazendeira_JB
278,RT @OnCuba: Las encuestas de opinión muestran que #Bolsonaro sería derrotado por el expresidente de izquierda Luiz Inácio Lula da Silva. #B…,0,2,2021-07-28 19:11:24,Albert_Alvarez_Nimer.
279,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 19:11:00,Fazendeira_JB
280,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 19:10:50,Fazendeira_JB
281,"RT @VANDERL34697709: @renatosimoespt O #Bolsonaro sendo sempre o @jairbolsonaro, um #eterno #imbecil, #sociopata, #nazifascista e #milician…",0,1,2021-07-28 19:10:25,DAIRLEY
282,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:07:22,Le grand PSG
283,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:07:11,Marie-Pierre Barrouillet
284,"""Se eu sou o Bolsonaro, já teria fechado o STF"", diz Jefferson
#robertojefferson #Bolsonaro #STF #PlenoNews 
https://t.co/KnO9GWOfsz",18,2,2021-07-28 19:05:42,Pleno.News
285,A CHARGE DA HORA #casacivil #ministro #cabeção #cabeça #mãozona #larapio #ladrão #corrupto #centrão #politico #charge #humor #sinfroniocharge #bolsonaro @cironogueira  @jairmessiasbolsonaro https://t.co/LGrS3GJbwq,1,0,2021-07-28 19:04:48,Sinfronio
286,@RenanRosa18 @ProfFlavin @em_com Revoltada é ela de casar com uma carniça igual o #Bolsonaro. Deve tá pagando penitência de outras vidas! Certeza!,1,0,2021-07-28 19:04:43,EMERSON
287,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:04:26,zer sinan
288,"Vai se fuder, como assim querem voltar com as aulas presenciais?

CADE MINHA VACINA INFERNO!
#Bolsonaro #Doria #VacinaJA #escola https://t.co/lqs9LzGc1C",1,0,2021-07-28 19:03:31,Mah 💫
289,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:03:27,Franck Cartelet
290,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:03:17,Tab
291,"COLUNA - Ricardo Kertzman

Alerta vermelho: #Bolsonaro encontra campo fértil para golpe no Brasil 

#OpiniãoSemMedo 

https://t.co/5buVXEKQuu https://t.co/lXJ31S2cdS",5,0,2021-07-28 19:03:10,Estado de Minas
292,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 19:00:02,Radio Londres 2.0 - Web Radio
293,"#Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la politique, de son opposition à #Bolsonaro, de ses engagements  
À découvrir chez les marchands de journaux, dès jeudi ou en ligne sur https://t.co/0hxqXPiuzx https://t.co/PdnqFSm14X",37,29,2021-07-28 19:00:01,L'Humanité
294,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 18:56:45,🇧🇷⚜LadyJB⚜🇧🇷
295,"RT @Finanzas_Times: #Bolsonaro💉""No me pondré la vacuna, he pasado el #COVID y tengo anticuerpos. El contrato de #Pfizer lo deja claro; no s…",0,219,2021-07-28 18:56:19,Mr. Gambito
296,RT @tvcultura: Órgão da Câmara dos Deputados contradiz Bolsonaro e aponta que o piso do fundo eleitoral é de R$ 800 milhões para as campanh…,0,5,2021-07-28 18:55:54,Kleber Nogueira
297,"RT @pirata_sabio: @Fervabi @_infoLibre Como todos sabemos que @pablocasado_ es un hombre muy preocupado por los derechos, libertades y nece…",0,4,2021-07-28 18:55:23,Conchita Fernandez
298,"Em entrevista ao BandNews, o cientista político da FGV - Cláudio Couto - disse que o presidente Bolsonaro demorou pra buscar apoio do Centrão.

Saiba mais em https://t.co/SQlhY4lr53

#BandNews20anos #Bolsonaro #ClaúdioCouto #Presidente https://t.co/r9h7AR8HSX",4,0,2021-07-28 18:50:22,BandNews TV
299,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 18:46:50,Super Capitão🦸🦸
300,"RT @RCitaat: 1/4

#BreakingNews

#MustWatch 

#President of #Brazil #Bolsonaro Asking the Men &amp; Woman of Brazil to get Armed up with Firear…",0,3,2021-07-28 18:46:18,g.r
301,"@RicardoLHeredia É para interagir com os Lazaros.

#BolsonaroPresidenteAte2026 #BolsonaroReeleito #Bolsonaro",0,0,2021-07-28 18:46:10,Andrighetti
302,RT @CarlitoAraujo13: Por que Bolsonaro diz que pode não participar das eleições de 2022? Medo do Lula ou outra coisa? #Eleições #Bolsonaro…,0,2,2021-07-28 18:41:14,Silvia Cristina
303,"RT @henryhofmann_: #noAfD: Schiebt Verantwortung für #Klimakrise auf Länder wie China oder Brasilien

Auch #AfD: Empfängt #Bolsonaro https:…",0,1,2021-07-28 18:37:35,Herr M.
304,RT @RSF_inter: THREAD La nouvelle enquête de @RSF_pt révèle une intensification des attaques perpétrées par la famille #Bolsonaro &amp; l’entou…,0,11,2021-07-28 18:37:03,héros bak
305,"@VemPraRua_br Não quer e não vai, por que é de seu interesse e povo Brasileiro que lasque, assim como o gado que o segue loucamente. 
#ForaBolsonaroGenocida 
#ForaBolsonaro 
#Bolsonaro",0,0,2021-07-28 18:36:15,Leandro Ramos
306,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/R4aIFg5uKM",18,10,2021-07-28 18:36:11,Valdeir mineirim 🇧🇷
307,"#Bolsonaro sobre churrascada: Falaram que menti pra CPI, que estava entupido 

#CPIdaCOVID 

https://t.co/40V9GNKShX https://t.co/bJ6gVUGNSE",3,0,2021-07-28 18:35:00,Estado de Minas
308,"#danielalimajornalista na #CNNBrasil agora, às 15h31? Olá #BandNews! #Bolsonaro #LavaJato",0,0,2021-07-28 18:32:20,LucioTepeJr
309,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 18:30:05,Alessandro Gomes 🇧🇷🕶🇧🇷
310,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 18:28:52,Marinaldo Manacapuru
311,"Tá com medinho, sabe que a porrada é certa!! #Bolsonaro o pior presidente que já existiu!!! https://t.co/ob6PifmHaL",0,0,2021-07-28 18:28:14,troff!!
312,@OGloboPolitica E OS ATAQUES DA MÍDIA CONTRA #Bolsonaro AUMENTARAM EM QUANTOS %??,0,0,2021-07-28 18:25:53,Opinamundos
313,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/AUJdJNZiMT",19,11,2021-07-28 18:25:02,Valdeir mineirim 🇧🇷
314,"#noAfD: Schiebt Verantwortung für #Klimakrise auf Länder wie China oder Brasilien

Auch #AfD: Empfängt #Bolsonaro https://t.co/eAQp43IQOd",1,1,2021-07-28 18:23:12,Henry Hofmann
315,"Kim tenta chamar atenção na web e copia foto de Bolsonaro
#KimKataguiri #Bolsonaro #PlenoNews
https://t.co/QSLtuds7up",12,0,2021-07-28 18:20:14,Pleno.News
316,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 18:19:15,Sakamori
317,"RT @em_com: Jair #Bolsonaro concede medalha de mérito a #MichelleBolsonaro

https://t.co/R1ZKNoKQsA https://t.co/UMXK1RsEN6",0,4,2021-07-28 18:15:30,sérgio mandre
318,#bresil #brasil #Bolsonaro https://t.co/nYTmOAihhy,0,0,2021-07-28 18:12:54,Andy Niklaus
319,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 18:04:33,Marta Oliveira
320,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 18:04:22,otaviodecarvalho
321,"@folha Ele concedeu ao maquiador que estava com a Michele no hospital enquanto o doente estava internado? 😂😂😂. @jairbolsonaro você é uma piada, só consigo ter raiva de ter que aguentar um bando de pessoas incompetentes dirigindo o Brasil. 👎🏻👎🏻😡😡🖕🏻🖕🏻 #ForaBolsonaro #Bolsonaro",1,0,2021-07-28 18:02:26,ClaudioLima
322,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/3YtwKFC9GW",20,14,2021-07-28 18:01:44,Valdeir mineirim 🇧🇷
323,"Fico impressionado toda vez que alguém cita o #Centrao . Por exemplo, o #mdb está no poder desde 1980!
Tiveram no quadro Tancredo, Sarney, Itamar e Temer, além de terem apoiado o #fhc, #lula, #dilma e agora o “querido” #bolsonaro !
Quem comanda o País então? Entenderam? 🤷🏻‍♂️",0,0,2021-07-28 18:00:42,Adriano Fernandes
324,"Cientistas políticos acreditam que, agora integrando oficialmente a #CPIdaCovid, Flavio Bolsonaro irá pra cima do próprio pai. #Bolsonaro #FlavioBolsonaro #Bolsominions #GadoIludido #CPIDaPandemia #FDPPesquisa https://t.co/ZZIRxOv7bv",1,0,2021-07-28 18:00:00,FDP - Fundação Debochada de Pesquisa
325,RT @RSF_inter: THREAD La nouvelle enquête de @RSF_pt révèle une intensification des attaques perpétrées par la famille #Bolsonaro &amp; l’entou…,0,11,2021-07-28 17:59:56,RSF em português
326,Instituto diz que #Bolsonaro tem postura negacionista na crise de energia elétrica e alerta para apagões https://t.co/CD0CJ3T9vW,0,0,2021-07-28 17:57:23,leila mattos
327,@folha Porra!!! Tá mal em casa em @jairbolsonaro #Democracia #eleicoes2022 #RiodeJaneiro #Brasil #ForaBolsonaro #Bolsonaro #BolsonaroNazista #BolsonaroGenocida #CPIdaCovid,0,0,2021-07-28 17:57:08,Bruno Martins
328,"Que frioooo! Só podia ser culpa dele, Bolsonaro Gelocida!!!

#friointenso #frio #Bolsonaro #gelocida",0,0,2021-07-28 17:56:39,Luciano Porto
329,Ah tá!!! Morde pra ver se é de coca cola! #Democracia #eleicoes2022 #RiodeJaneiro #Brasil #ForaBolsonaro #Bolsonaro #BolsonaroNazista #BolsonaroGenocida #CPIdaCovid https://t.co/XscEBUHtm7 https://t.co/QfbWyqxuQq,0,0,2021-07-28 17:56:17,Bruno Martins
330,"RT @em_com: Jair #Bolsonaro concede medalha de mérito a #MichelleBolsonaro

https://t.co/R1ZKNoKQsA https://t.co/UMXK1RsEN6",0,4,2021-07-28 17:55:32,Matheus
331,"Jair #Bolsonaro concede medalha de mérito a #MichelleBolsonaro

https://t.co/R1ZKNoKQsA https://t.co/UMXK1RsEN6",41,4,2021-07-28 17:55:00,Estado de Minas
332,#Democracia #eleicoes2022 #RiodeJaneiro #Brasil #ForaBolsonaro #Bolsonaro #BolsonaroNazista #BolsonaroGenocida #CPIdaCovid https://t.co/RPm2B6Ryik,1,0,2021-07-28 17:54:34,Bruno Martins
333,"RT @VQuaschning: #Bolsonaro ist unterirdisch, aber in #Brasilien sägt man ja nicht zum Spaß. Wir haben mit dem Import von Argarprodukten, v…",0,122,2021-07-28 17:52:13,❤️💚Martha@Cyberfelidae ❤️💍🌹💚
334,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 17:50:28,Marinaldo Manacapuru
335,‘Nightmare scenario’: #Amazon rainforest now releasing more #CO2 than it absorbs - National | https://t.co/YgiqVptZAo https://t.co/NLAMSSCOiq #ClimateCrisis #ClimateEmergency #Brasil: Recall #Bolsonaro now!,0,1,2021-07-28 17:50:15,Marco Fonseca
336,"Os vídeos publicados por #Bolsonaro-2022 são incríveis! Venha conferir!
👇👇👇👇👇👇
 https://t.co/o0vA1mSuWK https://t.co/dvli7wKfDO",0,0,2021-07-28 17:48:56,Roberto Fonseca
337,RT @LourivalAnton: #bandidobomébandidomorto #ptnuncamais #luladrão #forastf #bolsonaro #bolsonaro2022 #votoimpresso #FechadoComBolsonaro #g…,0,1,2021-07-28 17:48:35,Vertigo
338,@samanthacavalca #Bolsonaro 2022 https://t.co/tZYVVqJ29O,0,0,2021-07-28 17:46:26,Wal
339,"RT @RCitaat: 1/4

#BreakingNews

#MustWatch 

#President of #Brazil #Bolsonaro Asking the Men &amp; Woman of Brazil to get Armed up with Firear…",0,3,2021-07-28 17:45:38,Jerremy Bulo
340,"RT @VQuaschning: #Bolsonaro ist unterirdisch, aber in #Brasilien sägt man ja nicht zum Spaß. Wir haben mit dem Import von Argarprodukten, v…",0,122,2021-07-28 17:44:20,🌈 Thomas Knorra 😷 Für #Kinderschutz!
341,"MP com novo programa social sai no início de agosto, diz ministro da Cidadania https://t.co/q6Pe4ofH2E #F5Online #economia #manchetes #bolsafamília #bolsonaro #brasil #governofederal #joãoroma #ministériodacidadania #ministériodaeconomia #pauloguedes",0,0,2021-07-28 17:42:09,F5 Online
342,#BOLSONARO ESCANCARA A ORDEM DE MATAR! [SECOM SEGURA O CINISMO OFICIAL]🤮 https://t.co/aRJf9Hcear via @YouTube,2,0,2021-07-28 17:39:49,Paulo Ghiraldelli
343,#Brasilien: #Präsident #Bolsonaro die stellvertretende #AfD-Vorsitzende Beatrix #vonStorch zu einem Treffen im #Präsidentenpalast empfangen! #Brasilia https://t.co/uf9vnr5yVV,0,0,2021-07-28 17:37:30,Gedanken
344,RT @RSF_inter: THREAD La nouvelle enquête de @RSF_pt révèle une intensification des attaques perpétrées par la famille #Bolsonaro &amp; l’entou…,0,11,2021-07-28 17:36:52,Anton Meyer 😷💉
345,"Pronta para retomar depoimentos, CPI foca nas vacinas https://t.co/aSIZi3NXeq #Bolsonaro #corrupção #CPI #vacinas",0,0,2021-07-28 17:36:27,Correio do Brasil
346,"RT @aprovinciadopa: Bolsonaro concede medalha Oswaldo Cruz à primeira-dama

Outros 24 aliados do governo também receberam a honraria

O pre…",0,1,2021-07-28 17:35:09,A Província do Pará
347,"4/4

#BreakingNews

#MustWatch 

#President of #Brazil #Bolsonaro Asking the Men &amp; Woman of Brazil to get Armed up with Firearms to Prevent any kind of #Dictatorship Takeover!

#FightGlobalism
#ItsHapping 
#WeThePeople

We need Presidents like Bolsonaro https://t.co/FkRTkRTpoN",0,0,2021-07-28 17:33:23,RecalCitaat
348,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 17:33:13,DAVISSANDRO
349,"RT @Pabloneruda54S: 🔴💥⚡🇧🇷 #Brésil⚡⚡
,Des dizaines de milliers de manifestants réclament la destitution de Jair #Bolsonaro
pour sa gestion d…",0,3,2021-07-28 17:31:39,NEO NEO
350,"RT @VANMARICATO: Só li verdades.
#BolsonaroPresidenteAte2026 
#Bolsonaro 
@jairbolsonaro https://t.co/ipJAIo5tyC",0,17,2021-07-28 17:27:44,Jurubebaˢᵉᵖ 🕵️‍♂️
351,"RT @RCitaat: 1/4

#BreakingNews

#MustWatch 

#President of #Brazil #Bolsonaro Asking the Men &amp; Woman of Brazil to get Armed up with Firear…",0,3,2021-07-28 17:27:28,pascal.michel.
352,"3/4

#BreakingNews

#MustWatch 

#President of #Brazil #Bolsonaro Asking the Men &amp; Woman of Brazil to get Armed up with Firearms to Prevent any kind of #Dictatorship Takeover!

#FightGlobalism
#ItsHapping 
#WeThePeople

We need Presidents like Bolsonaro https://t.co/wfcBV8jsaf",0,0,2021-07-28 17:27:14,RecalCitaat
353,"Relatório do @RSF_pt mostra que #Bolsonaro e sua família intensificaram os ataques à #imprensa nos primeiros seis meses do ano. O estudo contabilizou a quantidade de ataques e as plataformas mais usadas. Saiba mais em MediaTalks.
https://t.co/LRdZDPnqDt",3,0,2021-07-28 17:25:07,MediaTalks by J&Cia
354,#bandidobomébandidomorto #ptnuncamais #luladrão #forastf #bolsonaro #bolsonaro2022 #votoimpresso #FechadoComBolsonaro #globolixo #votoimpressoauditavel #Simaprivatizacaodoscorreios #LulaLadrao #armamentitas #cagueipracpi #OrePeloPresidente https://t.co/T4my52cwMJ,1,0,2021-07-28 17:20:41,LOURIVAL OLIVEIRA
355,RT @RSF_inter: THREAD La nouvelle enquête de @RSF_pt révèle une intensification des attaques perpétrées par la famille #Bolsonaro &amp; l’entou…,0,11,2021-07-28 17:20:41,DSA (ツ)
356,"Bolsonaro concede medalha Oswaldo Cruz à primeira-dama

Outros 24 aliados do governo também receberam a honraria

O presidente Jair Bolsonaro concedeu à...

 #Bolsonaro #medalaOsvaldoCruz #MichelleBolsonaro #primeiradama

https://t.co/9QCtRZGduc",0,1,2021-07-28 17:20:39,A Província do Pará
